번호,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
715,영화상영관,03_13_02_P,3220000,CDFF4220002000000016,20000504,,01,영업/정상,BBBB,,,,,,,,135090,서울특별시 강남구 삼성동 159-0번지 ,서울특별시 강남구 영동대로 511  (삼성동),,메가박스씨네플렉스(주),20030208135458,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20000504,
716,영화상영관,03_13_02_P,3220000,CDFF4220002000000015,20000504,,01,영업/정상,BBBB,,,,,,,,135090,서울특별시 강남구 삼성동 159-0번지 ,서울특별시 강남구 영동대로 511  (삼성동),,메가박스씨네플렉(주),20030208135458,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20000504,
717,영화상영관,03_13_02_P,3220000,CDFF4220001999000004,19990816,,03,폐업,03,폐업,20080829,,,,,,135825,서울특별시 강남구 논현동 164-7번지 ,서울특별시 강남구 강남대로 510  (논현동),,뤼미에르 2관,20080829190900,I,2018-08-31 23:59:59.0,,201996.425          ,445069.98           ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990816,
718,영화상영관,03_13_02_P,3220000,CDFF4220001999000003,19990816,,03,폐업,03,폐업,20080829,,,,,,135825,서울특별시 강남구 논현동 164-7번지 ,서울특별시 강남구 강남대로 510  (논현동),,뤼미에르 1관,20080829190831,I,2018-08-31 23:59:59.0,,201996.425          ,445069.98           ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990816,
719,영화상영관,03_13_02_P,3220000,CDFF4220001999000002,19990403,,01,영업/정상,13,영업중,,,,,,,135811,서울특별시 강남구 논현동 1-3번지 ,서울특별시 강남구 도산대로 108  (논현동),,클래식시네마스페이스(주),20030208135458,I,2018-08-31 23:59:59.0,,201753.188497176    ,446003.445191841    ,영화상영관,영화상영관,0,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,19990403,
720,영화상영관,03_13_02_P,3220000,CDFF4220002002000017,20020123,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323 (신사동),,CGV 청담씨네시티 4DX,20190425114249,U,2019-04-27 02:40:00.0,,203205.416988211    ,446740.552934563    ,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
721,영화상영관,03_13_02_P,3220000,CDFF4220001999000007,19991011,,01,영업/정상,13,영업중,,,,,,,135819,서울특별시 강남구 논현동 91-6번지 ,서울특별시 강남구 도산대로 310  (논현동),,씨네하우스 4관,20030208135458,I,2018-08-31 23:59:59.0,,203064.64017084     ,446594.319138687    ,영화상영관,영화상영관,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19991011,
722,영화상영관,03_13_02_P,3220000,CDFF4220001999000006,19991011,,01,영업/정상,13,영업중,,,,,,,135819,서울특별시 강남구 논현동 91-6번지 ,서울특별시 강남구 도산대로 310  (논현동),,씨네하우스 1관,20030208135458,I,2018-08-31 23:59:59.0,,203064.64017084     ,446594.319138687    ,영화상영관,영화상영관,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19991011,
723,영화상영관,03_13_02_P,3220000,CDFF4220001999000005,19990816,,03,폐업,03,폐업,20080829,,,,,,135825,서울특별시 강남구 논현동 164-7번지 ,서울특별시 강남구 강남대로 510  (논현동),,뤼미에르 3관,20080829190931,I,2018-08-31 23:59:59.0,,201996.425          ,445069.98           ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19990816,
724,영화상영관,03_13_02_P,3220000,CDFF4220002003000002,20031230,,01,영업/정상,13,영업중,,,,,02- 541-8888,,135897,서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323  (신사동),,씨네시티3관,20031230175403,I,2018-08-31 23:59:59.0,,203205.416988211    ,446740.552934563    ,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20031230,
725,영화상영관,03_13_02_P,3220000,CDFF4220002002000016,20020123,,01,영업/정상,13,영업중,,,,,,,135897,서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323  (신사동),,씨네시티12관,20031201095836,I,2018-08-31 23:59:59.0,,203205.416988211    ,446740.552934563    ,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
726,영화상영관,03_13_02_P,3220000,CDFF4220002002000015,20020123,,01,영업/정상,13,영업중,,,,,,,135897,서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323  (신사동),,씨네시티11관,20031201095606,I,2018-08-31 23:59:59.0,,203205.416988211    ,446740.552934563    ,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
727,영화상영관,03_13_02_P,3220000,CDFF4220002002000014,20020123,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323 (신사동),,CGV 청담씨네시티 COMFORT SWEETBOX PREMIUM관,20190425105526,U,2019-04-27 02:40:00.0,,203205.416988211    ,446740.552934563    ,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
728,영화상영관,03_13_02_P,3220000,CDFF4220002002000013,20020123,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323 (신사동),,CGV 청담씨네시티 SUBPAC 2관,20190429230751,U,2019-05-01 02:40:00.0,,203205.416988211    ,446740.552934563    ,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
729,영화상영관,03_13_02_P,3220000,CDFF4220002002000012,20020123,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323 (신사동),,CGV 청담씨네시티 SUBPAC 1관,20190429230730,U,2019-05-01 02:40:00.0,,203205.416988211    ,446740.552934563    ,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
730,영화상영관,03_13_02_P,3220000,CDFF4220002002000011,20020123,,01,영업/정상,13,영업중,,,,,753-0391,,,서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323 (신사동),06021,CGV 청담씨네시티 KIA CINEMA SWEETBOX,20190425110327,U,2019-04-27 02:40:00.0,,203205.416988211    ,446740.552934563    ,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
731,영화상영관,03_13_02_P,3220000,CDFF4220002002000010,20020702,,01,영업/정상,13,영업중,,,,,540-8150,,,서울특별시 강남구 논현동 3-5번지 1층 ,"서울특별시 강남구 도산대로8길 8 (논현동,1층)",,롯데시네마 브로드웨이 5관,20130417185859,I,2018-08-31 23:59:59.0,,201869.777642622    ,446024.410215048    ,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,영화관,,20020702,
732,영화상영관,03_13_02_P,3220000,CDFF4220002002000009,20020702,,01,영업/정상,13,영업중,,,,,540-8150,,,서울특별시 강남구 논현동 3-5번지 1층 ,"서울특별시 강남구 도산대로8길 8 (논현동,1층)",,롯데시네마 브로드웨이 4관,20130417180832,I,2018-08-31 23:59:59.0,,201869.777642622    ,446024.410215048    ,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,영화관,,20020702,
733,영화상영관,03_13_02_P,3220000,CDFF4220002002000008,20020702,,01,영업/정상,13,영업중,,,,,3447-0650,,,서울특별시 강남구 논현동 3-5번지 1층 ,"서울특별시 강남구 도산대로8길 8, 1층 (논현동)",06038,롯데시네마 브로드웨이 3관,20170102190707,I,2018-08-31 23:59:59.0,,201869.777642622    ,446024.410215048    ,영화상영관,영화상영관,0,,,0,1,0,,,,,,,,,,,,,,,,,,,,영화관,,20020702,
734,영화상영관,03_13_02_P,3220000,CDFF4220002002000007,20020702,,01,영업/정상,13,영업중,,,,,540-8150,,,서울특별시 강남구 논현동 3-5번지 4층 ,"서울특별시 강남구 도산대로8길 8 (논현동,4층)",,롯데시네마 브로드웨이 2관,20130409101447,I,2018-08-31 23:59:59.0,,201869.777642622    ,446024.410215048    ,영화상영관,영화상영관,0,,,0,0,0,,1,,,,,,,,,,,,,,,,,,영화관,,20020702,
735,영화상영관,03_13_02_P,3220000,CDFF4220002002000006,20020702,,01,영업/정상,13,영업중,,,,,540-8150,,,서울특별시 강남구 논현동 3-5번지 2층 ,"서울특별시 강남구 도산대로8길 8 (논현동,2층)",,롯데시네마 브로드웨이 1관,20130409100525,I,2018-08-31 23:59:59.0,,201869.777642622    ,446024.410215048    ,영화상영관,영화상영관,0,,,0,0,0,,1,,,,,,,,,,,,,,,,,,영화관,,20020702,
736,영화상영관,03_13_02_P,3220000,CDFF4220002002000005,20020425,,01,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),,주공공이 시사실,20030208135458,I,2018-08-31 23:59:59.0,,202262.457856142    ,444382.542260289    ,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20020425,
737,영화상영관,03_13_02_P,3220000,CDFF4220002002000004,20020425,,01,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),,주공공이 4관,20030208135458,I,2018-08-31 23:59:59.0,,202262.457856142    ,444382.542260289    ,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20020425,
738,영화상영관,03_13_02_P,3220000,CDFF4220002002000003,20020425,,01,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),,주공공이 3관,20030208135458,I,2018-08-31 23:59:59.0,,202262.457856142    ,444382.542260289    ,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20020425,
739,영화상영관,03_13_02_P,3220000,CDFF4220002002000002,20020425,,01,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),,주공공이 2관,20030208135458,I,2018-08-31 23:59:59.0,,202262.457856142    ,444382.542260289    ,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20020425,
740,영화상영관,03_13_02_P,3220000,CDFF4220002002000001,20020425,,01,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),,주공공이 1관,20030208135458,I,2018-08-31 23:59:59.0,,202262.457856142    ,444382.542260289    ,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20020425,
741,영화상영관,03_13_02_P,3220000,CDFF4220002000000035,20000504,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",06164,코엑스 101호 스위트룸,20180618222037,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000504,
742,영화상영관,03_13_02_P,3220000,CDFF4220002000000034,20000504,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",06164,코엑스 105호 컴포트룸,20180618215906,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000504,
743,영화상영관,03_13_02_P,3220000,CDFF4220002000000033,20000504,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",06164,코엑스 104호 컴포트룸,20180618215829,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000504,
744,영화상영관,03_13_02_P,3220000,CDFF4220002000000032,20000504,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",06164,코엑스 103호 스위트룸,20180618220429,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000504,
745,영화상영관,03_13_02_P,3220000,CDFF4220002000000031,20000504,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",06164,코엑스 102호 스위트룸,20180618220956,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000504,
746,영화상영관,03_13_02_P,3220000,CDFF4220002007000001,20070208,,01,영업/정상,13,영업중,,,,,539-9407,,,서울특별시 강남구 역삼동 814-6번지 스타플렉스 6층 ,"서울특별시 강남구 강남대로 438 (역삼동, 스타플렉스)",06123,CGV 강남제1관,20190421162722,U,2019-04-23 02:40:00.0,,202262.457856142    ,444382.542260289    ,영화상영관,영화상영관,,,,,15,5,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20070208,일반상업지역
747,영화상영관,03_13_02_P,3220000,CDFF4220002006000005,20061226,,01,영업/정상,13,영업중,,,,,3446-0105,,,서울특별시 강남구 신사동 602번지 ,서울특별시 강남구 압구정로30길 45 (신사동),,씨네 드 쉐프 B관,20190423234053,U,2019-04-25 02:40:00.0,,202530.184769156    ,446900.961207356    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20061226,
748,영화상영관,03_13_02_P,3220000,CDFF4220002006000004,20060704,,01,영업/정상,13,영업중,,,,,3446-0105,,,서울특별시 강남구 신사동 602번지 ,서울특별시 강남구 압구정로30길 45 (신사동),,CGV압구정 ART 3관,20190421215944,U,2019-04-23 02:40:00.0,,202530.184769156    ,446900.961207356    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20060704,
749,영화상영관,03_13_02_P,3220000,CDFF4220002000000030,20000504,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",06164,코엑스 컴포트 11관,20180618221345,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000504,
750,영화상영관,03_13_02_P,3220000,CDFF4220002000000029,20000504,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",06164,코엑스 컴포트 10관,20180618221117,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000504,
751,영화상영관,03_13_02_P,3220000,CDFF4220002000000028,20000504,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",06164,코엑스 컴포트 9관,20180618224303,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000504,
752,영화상영관,03_13_02_P,3220000,CDFF4220002000000027,20000504,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",06164,코엑스 컴포트 8관,20180618223645,I,2018-08-31 23:59:59.0,,205130.591678902    ,445590.096837802    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000504,
753,영화상영관,03_13_02_P,3230000,CDFF4220002005000001,19990911,,01,영업/정상,13,영업중,,,,,02-3431-0450,,,서울특별시 송파구 잠실동 10번지 서울종합운동장 ,서울특별시 송파구 올림픽로 25 (잠실동),05500,잠실자동차극장(2관),20180725210520,I,2018-08-31 23:59:59.0,,206383.829438022    ,446030.128073052    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,19990911,
754,영화상영관,03_13_02_P,3230000,CDFF4220002014000012,20141014,,01,영업/정상,13,영업중,,,,,02-3470-3493,,,서울특별시 송파구 신천동 29번지 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",05551,롯데시네마 월드타워(제11관),20190115142825,U,2019-01-17 02:40:00.0,,209074.900840074    ,445657.80932984     ,영화상영관,,,,,,12,6,,,,,,,,,,,,,,,,,,,,영화관,,20141014,
755,영화상영관,03_13_02_P,3230000,CDFF4220002014000011,20141014,,01,영업/정상,13,영업중,,,,,02-3470-3493,,,서울특별시 송파구 신천동 29번지 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",05551,롯데시네마 월드타워(제12관),20190115142800,U,2019-01-17 02:40:00.0,,209074.900840074    ,445657.80932984     ,영화상영관,,,,,,12,6,,,,,,,,,,,,,,,,,,,,영화관,,20141014,
756,영화상영관,03_13_02_P,3230000,CDFF4220002014000010,20141014,,01,영업/정상,13,영업중,,,,,02-3470-3493,,,서울특별시 송파구 신천동 29번지 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",05551,롯데시네마 월드타워(제13관),20190115142737,U,2019-01-17 02:40:00.0,,209074.900840074    ,445657.80932984     ,영화상영관,,,,,,12,6,,,,,,,,,,,,,,,,,,,,영화관,,20141014,
757,영화상영관,03_13_02_P,3230000,CDFF4220002014000009,20141014,,01,영업/정상,13,영업중,,,,,02-3470-3493,,,서울특별시 송파구 신천동 29번지 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",05551,롯데시네마 월드타워(제14관),20190115142701,U,2019-01-17 02:40:00.0,,209074.900840074    ,445657.80932984     ,영화상영관,,,,,,12,6,,,,,,,,,,,,,,,,,,,,영화관,,20141014,
758,영화상영관,03_13_02_P,3230000,CDFF4220002014000008,20141014,,01,영업/정상,13,영업중,,,,,02-3470-3490,,,서울특별시 송파구 신천동 29번지 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",05551,롯데시네마 월드타워(제15관),20190115142550,U,2019-01-17 02:40:00.0,,209074.900840074    ,445657.80932984     ,영화상영관,,,,,,12,6,,,,,,,,,,,,,,,,,,,,영화관,,20141014,
759,영화상영관,03_13_02_P,3230000,CDFF4220002014000007,20141014,,01,영업/정상,13,영업중,,,,,02-3470-3493,,,서울특별시 송파구 신천동 29번지 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",05551,롯데시네마 월드타워(제16관),20190115142510,U,2019-01-17 02:40:00.0,,209074.900840074    ,445657.80932984     ,영화상영관,,,,,,12,6,,,,,,,,,,,,,,,,,,,,영화관,,20141014,
